route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible,bikes_allowed
10,FiestasBlancaFestivo(Tuvisa2023-06-05),pse-f408f117aa3,hacia Paz,21:20_L10_1379_1302,0,,shp_3_48,0,0
7,FiestasBlancaLab(Tuvisa2023-06-05),pse-f40d1a5f26b,hacia Henry Morton Stanley / Océano Atlántico,15:35_L7_1298_1348,1,,shp_3_18,0,0
8,Domingos(Tuvisa2023-04-14),pse-f40e0585c63,hacia Intermodal,17:40_L8_1031_1022,0,,shp_3_61,0,0
8,LaborablesAgosto(Tuvisa2023-06-05),pse-f40e186f431,hacia Nieves Cano / Unibersitatea,16:40_L8_1022_1031,0,,shp_3_45,0,0
3,Laborables(Tuvisa2023-06-05),pse-f410fc8a14d,hacia Portal Bergara 25,07:25_L3_1360_1087,1,,shp_3_26,0,0
A,Laborables(Tuvisa2023-06-05),pse-f41213dea3e,hacia Mendizorrotza,07:14_LA_1042_1055,0,,shp_3_76,0,0
4,Domingos(Tuvisa2023-04-14),pse-f41450d6c4e,hacia Iruña Veleia / Oyón,17:00_L4_1282_1382,0,,shp_3_38,0,0
4,Sabados(Tuvisa2023-04-14),pse-f415d1e3810,hacia Iruña Veleia / Oyón,07:00_L4_1282_1382,0,,shp_3_38,0,0
7,Domingos(Tuvisa2023-06-05),pse-f4168cb7b82,hacia Henry Morton Stanley / Océano Atlántico,11:20_L7_1257_1348,1,,shp_3_43,0,0
1,SantiagoFestivo(Tuvisa2023-06-05),pse-f41743463b1,hacia Reyes Navarra 19,13:57_L1_1012_1309,0,,shp_3_12,0,0
8,4deAgosto(Tuvisa2023-06-05),pse-f417c9829db,hacia Intermodal,12:00_L8_1031_1022,0,,shp_3_61,0,0
B,DomingosAgostoSINL6L7L10(Tuvisa2023-06-05),pse-f41cca2b7ba,hacia Mendizorrotza,13:40_LB_1064_1074,0,,shp_3_78,0,0
1,LaborablesAgostoSINL6L7L10(Tuvisa2023-06-05),pse-f41eb2f3225,hacia Catedral,16:20_L1_1309_1012,0,,shp_3_68,0,0
3,LaborablesAgostoSINL6L7L10(Tuvisa2023-06-05),pse-f41f43919b2,hacia Portal Bergara 25,19:00_L3_1360_1087,1,,shp_3_26,0,0
6,4deAgosto(Tuvisa2023-06-05),pse-f421239d276,hacia Paz/Hospital Santiago,17:45_L6_1340_1334,0,,shp_3_53,0,0
8,LaborablesBEIcargaMendi(Tuvisa-2023-01-30),pse-f42145be77a,hacia Intermodal,17:32_L8_1031_1022,0,,shp_3_61,0,0
4,Laborables(Tuvisa2023-06-05),pse-f42341178e9,hacia Donostia / Baiona,12:10_L4_1382_1282,1,,shp_3_59,0,0
3,LaborablesBEIcargaMendi(Tuvisa-2023-01-30),pse-f425aafb0d3,hacia Aretxabaleta,18:40_L3_1087_1121,0,,shp_3_74,0,0
9,LaborablesBEIcargaMendi(Tuvisa-2023-01-30),pse-f429d0ac7c7,hacia Gamarra Mayor,13:13_L9_ARETXABALETA_GAMARRA,0,,shp_3_75,0,0
7,LaborablesBEIcargaMendi(Tuvisa-2023-01-30),pse-f42b3780e42,hacia Henry Morton Stanley / Océano Atlántico,10:10_L7_1257_1348,1,,shp_3_43,0,0
4,DomingosAgostoSINL6L7L10(Tuvisa2023-06-05),pse-f42bac1836f,hacia Iruña Veleia / Oyón,11:40_L4_1282_1382,0,,shp_3_38,0,0
B,SabadosAgosto(Tuvisa2023-06-05),pse-f42f6861204,hacia Zaramaga/ Boulevard,20:32_LB_1074_1064,0,,shp_3_66,0,0
A,4deAgosto(Tuvisa2023-06-05),pse-f43158ea6df,hacia Zaramaga/ Boulevard,16:29_LA_1055_1042,0,,shp_3_60,0,0
3,Domingos(Tuvisa2023-06-05),pse-f43427bd710,hacia Comandante Izarduy / Zumaquera,07:30_L3_1087_1360,0,,shp_3_73,0,0
6,Laborables(Tuvisa-2023-01-30),pse-f4368fcab0f,hacia Iliada / Gabriel Martínez Aragón,12:30_L6_1385_1340,0,,shp_3_56,0,0
A,Sabados(Tuvisa2023-04-14),pse-f43851a67a7,hacia Zaramaga/ Boulevard,16:47_LA_1055_1042,0,,shp_3_60,0,0
7,Laborables(Tuvisa-2023-01-30),pse-f43b9fdbcc2,hacia Henry Morton Stanley / Océano Atlántico,16:40_L7_1257_1348,1,,shp_3_43,0,0
B,Laborables(Tuvisa2023-06-05),pse-f43c69b42c7,hacia Zaramaga/ Boulevard,12:25_LB_1074_1064,0,,shp_3_66,0,0
6,FiestasBlancaLab(Tuvisa2023-06-05),pse-f43cfcaa19b,hacia Paz/Hospital Santiago,10:15_L6_1340_1334,0,,shp_3_53,0,0
B,Domingos(Tuvisa-2023-01-30),pse-f43d697cd77,hacia Zaramaga/ Boulevard,07:17_LB_1074_1064,0,,shp_3_66,0,0
4,SantiagoFestivo(Tuvisa2023-06-05),pse-f43e58cc1bc,hacia Iruña Veleia / Oyón,11:20_L4_1282_1382,0,,shp_3_38,0,0
B,Sabados(Tuvisa2023-04-14),pse-f4424a0bb31,hacia Zaramaga/ Boulevard,15:02_LB_1074_1064,0,,shp_3_66,0,0
4,Laborables(Tuvisa2023-04-14),pse-f442e20bb2a,hacia Iruña Veleia / Oyón,15:30_L4_1282_1382,0,,shp_3_38,0,0
5,4deAgosto(Tuvisa2023-06-05),pse-f445a371120,hacia Bremen 15,20:30_L5_1338_1350,0,,shp_3_6,0,0
1,Sabados(Tuvisa2023),pse-f445b0abf97,hacia Reyes Navarra 19,18:37_L1_1012_1309,0,,shp_3_12,0,0
9,Laborables(Tuvisa2023),pse-f4479b0627a,hacia Comandante Izarduy / Zumaquera,10:10_L9_1114_1360,0,,shp_3_39,0,0
6,LaborablesAgosto(Tuvisa2023-06-05),pse-f44cfa03395,hacia Mariturri / Reina Sofía,18:00_L6_1340_1385,1,,shp_3_51,0,0
1,Laborables(Tuvisa2023-04-14),pse-f44ef22abd4,hacia Reyes Navarra 19,10:17_L1_1012_1309,0,,shp_3_12,0,0
4,Laborables(Tuvisa2023-06-05),pse-f4503bbb685,hacia Iruña Veleia / Oyón,12:20_L4_1282_1382,0,,shp_3_38,0,0
B,LaborablesAgostoSINL6L7L10(Tuvisa2023-06-05),pse-f450e90a915,hacia Mendizorrotza,13:36_LB_1064_1074,0,,shp_3_78,0,0
8,Sabados(Tuvisa2023-04-14),pse-f4511decdc5,hacia Intermodal,07:20_L8_1031_1022,0,,shp_3_61,0,0
4,SantiagoFestivo(Tuvisa2023-06-05),pse-f451cffa0fd,hacia Iruña Veleia / Oyón,14:20_L4_1282_1382,0,,shp_3_38,0,0
5,Laborables(Tuvisa2023-06-05),pse-f4528d576c3,hacia Bruselas / Portal Elorriaga,14:30_L5C_1217_1338,1,,shp_3_77,0,0
10,Sabados(Tuvisa2023-06-05),pse-f452a4b57d1,hacia Naciones Unidas / Mariturri,20:50_L10_1379_1322,1,,shp_3_47,0,0
10,Laborables(Tuvisa2023),pse-f4566899d89,hacia Iliada / Bulevar Salburua,15:10_L10_1322_1379,0,,shp_3_70,0,0
6,LaborablesAgosto(Tuvisa2023-06-05),pse-f4589a77542,hacia Mariturri / Reina Sofía,12:45_L6_1340_1385,1,,shp_3_51,0,0
6,FiestasBlancaLab(Tuvisa2023-06-05),pse-f4597288799,hacia Paz/Hospital Santiago,18:15_L6_1340_1334,0,,shp_3_53,0,0
7,Domingos(Tuvisa2023-04-14),pse-f459ecfcf0e,hacia Henry Morton Stanley / Océano Atlántico,18:40_L7_1257_1348,1,,shp_3_43,0,0
B,LaborablesBEIcargaMendi(Tuvisa-2023-01-30),pse-f45a441ccbc,hacia Mendizorrotza,08:10_LB_1064_1074,0,,shp_3_78,0,0
A,Laborables(Tuvisa2023),pse-f45b1076307,hacia Zaramaga/ Boulevard,15:48_LA_1055_1042,0,,shp_3_60,0,0
A,Laborables(Tuvisa2023-06-05),pse-f460a18f071,hacia Zaramaga/ Boulevard,11:08_LA_1055_1042,0,,shp_3_60,0,0
A,SabadosAgosto(Tuvisa2023-06-05),pse-f465a9f9a53,hacia Mendizorrotza,11:15_LA_1042_1055,0,,shp_3_76,0,0
B,4deAgosto(Tuvisa2023-06-05),pse-f470b3f4469,hacia Mendizorrotza,13:00_LB_1064_1074,0,,shp_3_78,0,0
G6,Gautxori(Tuvisa2023),pse-f472b018192,hacia Jesús Guridi,23:30_G6_1260_1260,0,,shp_3_54,0,0
10,Laborables(Tuvisa-2023-01-30),pse-f47452e8fb2,hacia Iliada / Bulevar Salburua,20:20_L10_1322_1379,0,,shp_3_70,0,0
A,Laborables(Tuvisa2023),pse-f47493ff89e,hacia Zaramaga/ Boulevard,13:56_LA_1055_1042,0,,shp_3_60,0,0
3,Laborables(Tuvisa-2023-01-30),pse-f477d69fb9c,hacia Aretxabaleta,07:40_L3_1087_1121,0,,shp_3_74,0,0
1,Sabados(Tuvisa2023-06-05),pse-f47967e61ec,hacia Catedral,21:40_L1_1309_1012,0,,shp_3_68,0,0
B,Domingos(Tuvisa-2023-01-30),pse-f4816406977,hacia Mendizorrotza,21:40_LB_1064_1074,0,,shp_3_78,0,0
5,Laborables(Tuvisa-2023-01-30),pse-f486e5e0b8e,hacia Bruselas / Portal Elorriaga,07:00_L5C_1217_1338,1,,shp_3_77,0,0
B,LaborablesBEIcargaMendi(Tuvisa-2023-01-30),pse-f4904eb9ac5,hacia Mendizorrotza,21:56_LB_1064_1074,0,,shp_3_78,0,0
B,LaborablesBEIcargaMendi(Tuvisa-2023-01-30),pse-f491bf13499,hacia Zaramaga/ Boulevard,17:12_LB_1074_1064,0,,shp_3_66,0,0
A,Laborables(Tuvisa2023-06-05),pse-f4950bac5f3,hacia Mendizorrotza,12:15_LA_1042_1055,0,,shp_3_76,0,0
8,SantiagoFestivo(Tuvisa2023-06-05),pse-f495b631d1c,hacia Nieves Cano / Unibersitatea,19:40_L8_1022_1031,0,,shp_3_45,0,0
3,Domingos(Tuvisa2023-04-14),pse-f49a7897026,hacia Comandante Izarduy / Zumaquera,21:30_L3_1087_1360,0,,shp_3_72,0,0
A,Domingos(Tuvisa2023-04-14),pse-f49b1108cc4,hacia Mendizorrotza,14:40_LA_1042_1055,0,,shp_3_76,0,0
4,Domingos(Tuvisa2023-06-05),pse-f4a0fed98b6,hacia Donostia / Baiona,13:40_L4_1382_1282,1,,shp_3_59,0,0
8,Sabados(Tuvisa2023),pse-f4aa1c8f1b7,hacia Nieves Cano / Unibersitatea,22:20_L8_1022_1031,0,,shp_3_45,0,0
8,Sabados(Tuvisa2023-04-14),pse-f4aa642b68c,hacia Nieves Cano / Unibersitatea,07:00_L8_1022_1031,0,,shp_3_45,0,0
10,Domingos(Tuvisa2023-04-14),pse-f4b3ff17f11,hacia Iliada / Bulevar Salburua,19:20_L10_1322_1379,0,,shp_3_70,0,0
3,Domingos(Tuvisa2023-04-14),pse-f4b5f4d72f5,hacia Portal Bergara 25,16:00_L3_1360_1087,1,,shp_3_25,0,0
B,Domingos(Tuvisa2023-04-14),pse-f4bc112597e,hacia Mendizorrotza,18:00_LB_1064_1074,0,,shp_3_78,0,0
B,DomingosAgosto(Tuvisa2023-06-05),pse-f4bef11cedd,hacia Mendizorrotza,09:40_LB_1064_1074,0,,shp_3_78,0,0
10,Laborables(Tuvisa-2023-01-30),pse-f4c123402d7,hacia Iliada / Bulevar Salburua,08:50_L10_1322_1379,0,,shp_3_70,0,0
9,LaborablesAgosto(Tuvisa2023-06-05),pse-f4c15526ec1,hacia Gamarra Mayor,15:15_L9_1360_1114,1,,shp_3_30,0,0
7,LaborablesAgosto(Tuvisa2023-06-05),pse-f4c16f78796,hacia Henry Morton Stanley / Océano Atlántico,21:35_L7_1257_1348,1,,shp_3_43,0,0
8,LaborablesAgosto(Tuvisa2023-06-05),pse-f4c59c88671,hacia Intermodal,21:20_L8_1031_1022,0,,shp_3_61,0,0
7,4deAgosto(Tuvisa2023-06-05),pse-f4c7a8636e2,hacia Henry Morton Stanley / Océano Atlántico,09:50_L7_1257_1348,1,,shp_3_43,0,0
A,LaborablesBEIcargaMendi(Tuvisa-2023-01-30),pse-f4c7aa76b0d,hacia Mendizorrotza,11:40_LA_1042_1055,0,,shp_3_76,0,0
B,Laborables(Tuvisa2023-06-05),pse-f4c8123f017,hacia Zaramaga/ Boulevard,15:20_LB_1074_1064,0,,shp_3_66,0,0
A,Laborables(Tuvisa-2023-01-30),pse-f4cb4fd8193,hacia Mendizorrotza,18:54_LA_1042_1055,0,,shp_3_76,0,0
6,Domingos(Tuvisa-2023-01-30),pse-f4cbec73d59,hacia Iliada / Gabriel Martínez Aragón,15:00_L6_1385_1340,0,,shp_3_56,0,0
B,LaborablesBEIcargaMendi(Tuvisa-2023-01-30),pse-f4cc2304090,hacia Mendizorrotza,19:36_LB_1064_1074,0,,shp_3_78,0,0
A,Laborables(Tuvisa2023),pse-f4cc88bcda1,hacia Zaramaga/ Boulevard,16:37_LA_1055_1042,0,,shp_3_60,0,0
10,Laborables(Tuvisa-2023-01-30),pse-f4cfa760a7a,hacia Iliada / Bulevar Salburua,07:20_L10_1322_1379,0,,shp_3_70,0,0
1,Laborables(Tuvisa2023),pse-f4cfe283346,hacia Catedral,13:45_L1_1309_1012,0,,shp_3_68,0,0
1,SabadosAgosto(Tuvisa2023-06-05),pse-f4d80764203,hacia Catedral,18:00_L1_1309_1012,0,,shp_3_68,0,0
A,4deAgosto(Tuvisa2023-06-05),pse-f4da4aa7b74,hacia Mendizorrotza,15:24_LA_1042_1055,0,,shp_3_76,0,0
8,LaborablesBEIcargaMendi(Tuvisa-2023-01-30),pse-f4e2aa3b4b2,hacia Intermodal,07:47_L8_1031_1022,0,,shp_3_61,0,0
7,Domingos(Tuvisa2023-06-05),pse-f4e2b8af92c,hacia Iliada / Bulevar Salburua,16:00_L7_1348_1257,0,,shp_3_35,0,0
10,LaborablesBEIcargaMendi(Tuvisa-2023-01-30),pse-f4e407b911c,hacia Naciones Unidas / Mariturri,10:20_L10_1379_1322,1,,shp_3_47,0,0
A,Laborables(Tuvisa2023),pse-f4e5029c19d,hacia Mendizorrotza,11:26_LA_1042_1055,0,,shp_3_76,0,0
5,LaborablesBEIcargaMendi(Tuvisa-2023-01-30),pse-f4e57850dfc,hacia Bruselas / Portal Elorriaga,09:55_L5A_1192_1338,1,,shp_3_4,0,0
B,Laborables(Tuvisa2023-06-05),pse-f4e9abc1c6b,hacia Mendizorrotza,19:29_LB_1064_1074,0,,shp_3_78,0,0
6,4deAgosto(Tuvisa2023-06-05),pse-f4eb069517e,hacia Mariturri / Reina Sofía,07:00_L6_1340_1385,1,,shp_3_51,0,0
3,Laborables(Tuvisa2023-06-05),pse-f4ed7c695bb,hacia Zalduondo,10:00_L3_1087_1121,0,,shp_3_74,0,0
8,Sabados(Tuvisa-2023-01-30),pse-f4f025fa44f,hacia Intermodal,10:00_L8_1031_1022,0,,shp_3_61,0,0
9,LaborablesAgosto(Tuvisa2023-06-05),pse-f4f76484adf,hacia Comandante Izarduy / Zumaquera,19:45_L9_1114_1360_1,0,,shp_3_41,0,0
1,4deAgosto(Tuvisa2023-06-05),pse-f5008a42206,hacia Catedral,07:40_L1_1309_1012,0,,shp_3_68,0,0
7,Domingos(Tuvisa2023),pse-f502a70de5f,hacia Henry Morton Stanley / Océano Atlántico,14:40_L7_1257_1348,1,,shp_3_43,0,0
5,SabadosAgosto(Tuvisa2023-06-05),pse-f503bfab888,hacia Bruselas / Portal Elorriaga,16:55_L5_1350_1338,1,,shp_3_1,0,0
A,Laborables(Tuvisa2023-04-14),pse-f50781eaec4,hacia Zaramaga/ Boulevard,07:31_LA_1055_1042,0,,shp_3_60,0,0
10,4deAgosto(Tuvisa2023-06-05),pse-f511be40700,hacia Iliada / Bulevar Salburua,15:35_L10_1302_1379,1,,shp_3_62,0,0
B,Laborables(Tuvisa-2023-01-30),pse-f512df3ad71,hacia Zaramaga/ Boulevard,11:29_LB_1074_1064,0,,shp_3_66,0,0
A,Laborables(Tuvisa2023-04-14),pse-f51610df6a2,hacia Zaramaga/ Boulevard,13:35_LA_1055_1042,0,,shp_3_60,0,0
8,4deAgosto(Tuvisa2023-06-05),pse-f516ec34d30,hacia Nieves Cano / Unibersitatea,13:20_L8_1022_1031,0,,shp_3_45,0,0
6,FiestasBlancaFestivo(Tuvisa2023-06-05),pse-f517700bfdb,hacia Paz/Hospital Santiago,17:00_L6_1340_1334,0,,shp_3_53,0,0
1,Laborables(Tuvisa2023-04-14),pse-f519950ea14,hacia Reyes Navarra 19,15:17_L1_1012_1309,0,,shp_3_12,0,0
10,SantiagoFestivo(Tuvisa2023-06-05),pse-f51c5c21fe3,hacia Catedral,20:00_L10_1322_1298,0,,shp_3_71,0,0
6,Laborables(Tuvisa2023-06-05),pse-f51cb9e3646,hacia Mariturri / Reina Sofía,08:10_L6_1340_1385,1,,shp_3_51,0,0
A,Sabados(Tuvisa2023),pse-f51cd667a22,hacia Zaramaga/ Boulevard,19:32_LA_1055_1042,0,,shp_3_60,0,0
8,DomingosAgostoSINL6L7L10(Tuvisa2023-06-05),pse-f51d6291e26,hacia Intermodal,16:20_L8_1031_1022,0,,shp_3_61,0,0
A,Laborables(Tuvisa2023-04-14),pse-f52077a9590,hacia Mendizorrotza,08:17_LA_1042_1055,0,,shp_3_76,0,0
3,DomingosAgostoSINL6L7L10(Tuvisa2023-06-05),pse-f520d7009f6,hacia Comandante Izarduy / Zumaquera,17:00_L3_1087_1360,0,,shp_3_73,0,0
10,Sabados(Tuvisa2023),pse-f529f324d6a,hacia Naciones Unidas / Mariturri,22:05_L10_1379_1322,1,,shp_3_47,0,0
B,Laborables(Tuvisa-2023-01-30),pse-f52c5785505,hacia Zaramaga/ Boulevard,11:15_LB_1074_1064,0,,shp_3_66,0,0
B,4deAgosto(Tuvisa2023-06-05),pse-f5306cafe9a,hacia Zaramaga/ Boulevard,18:53_LB_1074_1064,0,,shp_3_66,0,0
B,SabadosAgosto(Tuvisa2023-06-05),pse-f532687d4a0,hacia Mendizorrotza,18:00_LB_1064_1074,0,,shp_3_78,0,0
3,Laborables(Tuvisa2023-06-05),pse-f53597d0509,hacia Zalduondo,11:40_L3_1087_1121,0,,shp_3_74,0,0
10,Domingos(Tuvisa2023-04-14),pse-f537fd72c0e,hacia Naciones Unidas / Mariturri,17:20_L10_1379_1322,1,,shp_3_47,0,0
4,Laborables(Tuvisa2023-04-14),pse-f538ada86c0,hacia Iruña Veleia / Oyón,08:30_L4_1282_1382,0,,shp_3_38,0,0
3,Laborables(Tuvisa2023-06-05),pse-f53a07e8ef4,hacia Portal Bergara 25,18:45_L3_1360_1087,1,,shp_3_26,0,0
G4,Gautxori4y5Agosto(Tuvisa2023-06-05),pse-f53bff9c9f6,hacia Catedral,03:15_G4_1012_1012,0,,shp_3_32,0,0
B,LaborablesBEIcargaMendi(Tuvisa-2023-01-30),pse-f53d1330435,hacia Mendizorrotza,13:18_LB_1064_1074,0,,shp_3_78,0,0
4,Laborables(Tuvisa-2023-01-30),pse-f53d3b7cd99,hacia Iruña Veleia / Oyón,12:20_L4_1282_1382,0,,shp_3_38,0,0
A,Sabados(Tuvisa2023-06-05),pse-f53fb65b57e,hacia Zaramaga/ Boulevard,17:02_LA_1055_1042,0,,shp_3_60,0,0
5,DomingosAgosto(Tuvisa2023-06-05),pse-f541f59e21c,hacia Bruselas / Portal Elorriaga,09:15_L5A_1192_1338,1,,shp_3_4,0,0
10,Sabados(Tuvisa-2023-01-30),pse-f542a7f2a04,hacia Naciones Unidas / Mariturri,10:20_L10_1379_1322,1,,shp_3_47,0,0
3,LaborablesAgosto(Tuvisa2023-06-05),pse-f54656c43b0,hacia Comandante Izarduy / Zumaquera,11:30_L3_1087_1360,0,,shp_3_73,0,0
5,Laborables(Tuvisa2023),pse-f549e446bee,hacia Bruselas / Portal Elorriaga,15:20_L5_1350_1338,1,,shp_3_1,0,0
1,LaborablesAgosto(Tuvisa2023-06-05),pse-f54ae6c5940,hacia Catedral,09:40_L1_1309_1012,0,,shp_3_68,0,0
5,LaborablesAgosto(Tuvisa2023-06-05),pse-f54d35051e1,hacia Bruselas / Portal Elorriaga,06:05_L5B_1205_1338_ARI_ITV,1,,shp_3_22,0,0
3,Laborables(Tuvisa2023-06-05),pse-f54f7a85e95,hacia Zalduondo,15:20_L3_1087_1121,0,,shp_3_74,0,0
5,Sabados(Tuvisa-2023-01-30),pse-f55852f5801,hacia Bruselas / Portal Elorriaga,08:05_L5A_1192_1338,1,,shp_3_4,0,0
A,SantiagoFestivo(Tuvisa2023-06-05),pse-f55c2148fc7,hacia Mendizorrotza,11:20_LA_1042_1055,0,,shp_3_76,0,0
7,Laborables(Tuvisa2023-04-14),pse-f55e1ddf8e0,hacia Henry Morton Stanley / Océano Atlántico,10:50_L7_1257_1348,1,,shp_3_43,0,0
1,SabadosAgosto(Tuvisa2023-06-05),pse-f5608c8b49f,hacia Reyes Navarra 19,21:17_L1_1012_1309,0,,shp_3_12,0,0
7,Laborables(Tuvisa2023-04-14),pse-f568db32fc6,hacia Iliada / Bulevar Salburua,06:10_L7_1348_1257,0,,shp_3_35,0,0
4,LaborablesAgosto(Tuvisa2023-06-05),pse-f5692327d27,hacia Donostia / Baiona,16:05_L4_1382_1282,1,,shp_3_59,0,0
8,LaborablesAgostoSINL6L7L10(Tuvisa2023-06-05),pse-f569280bf9f,hacia Nieves Cano / Unibersitatea,14:20_L8_1022_1031,0,,shp_3_45,0,0
8,Domingos(Tuvisa2023-04-14),pse-f5696574807,hacia Intermodal,15:40_L8_1031_1022,0,,shp_3_61,0,0
3,LaborablesAgosto(Tuvisa2023-06-05),pse-f56dda7dd8a,hacia Comandante Izarduy / Zumaquera,20:30_L3_1087_1360,0,,shp_3_73,0,0
A,LaborablesBEIcargaMendi(Tuvisa-2023-01-30),pse-f56ece02497,hacia Zaramaga/ Boulevard,10:05_LA_1055_1042,0,,shp_3_60,0,0
8,Domingos(Tuvisa-2023-01-30),pse-f5701de9339,hacia Intermodal,16:20_L8_1031_1022,0,,shp_3_61,0,0
3,DomingosAgostoSINL6L7L10(Tuvisa2023-06-05),pse-f575bb4549f,hacia Portal Bergara 25,22:00_L3_1360_1087,1,,shp_3_26,0,0
9,SantiagoFestivo(Tuvisa2023-06-05),pse-f575f05b434,hacia Gamarra Mayor,08:13_L9_1121_1114,0,,shp_3_75,0,0
6,SantiagoFestivo(Tuvisa2023-06-05),pse-f57904fed15,hacia Mariturri / Reina Sofía,17:20_L6_1297_1385,0,,shp_3_15,0,0
B,Sabados(Tuvisa2023-04-14),pse-f57c5fe994f,hacia Zaramaga/ Boulevard,14:17_LB_1074_1064,0,,shp_3_66,0,0
8,Laborables(Tuvisa2023),pse-f57cafc6cd1,hacia Intermodal,19:32_L8_1031_1022,0,,shp_3_61,0,0
4,DomingosAgosto(Tuvisa2023-06-05),pse-f57d2675f08,hacia Donostia / Baiona,10:00_L4_1382_1282,1,,shp_3_59,0,0
7,Domingos(Tuvisa2023-06-05),pse-f57e5a84c4a,hacia Iliada / Bulevar Salburua,08:40_L7_1348_1257,0,,shp_3_35,0,0
B,Sabados(Tuvisa2023-04-14),pse-f5816cebdeb,hacia Zaramaga/ Boulevard,14:32_LB_1074_1064,0,,shp_3_66,0,0
3,Laborables(Tuvisa2023-06-05),pse-f5836d73ee7,hacia Portal Bergara 25,12:05_L3_1360_1087,1,,shp_3_26,0,0
6,Laborables(Tuvisa2023-04-14),pse-f583f0f43dc,hacia Iliada / Gabriel Martínez Aragón,19:50_L6_1385_1340,0,,shp_3_56,0,0
10,Laborables(Tuvisa2023),pse-f58604f0d98,hacia Iliada / Bulevar Salburua,12:00_L10_1322_1379,0,,shp_3_70,0,0
7,Laborables(Tuvisa2023-04-14),pse-f5879db2685,hacia Henry Morton Stanley / Océano Atlántico,10:20_L7_1257_1348,1,,shp_3_43,0,0
4,LaborablesAgostoSINL6L7L10(Tuvisa2023-06-05),pse-f58e53f40c5,hacia Iruña Veleia / Oyón,12:45_L4_1282_1382,0,,shp_3_38,0,0
8,Laborables(Tuvisa-2023-01-30),pse-f5913dc2c57,hacia Nieves Cano / Unibersitatea,07:45_L8_1022_1031,0,,shp_3_45,0,0
10,FiestasBlancaLab(Tuvisa2023-06-05),pse-f591f9e1b20,hacia Paz,18:20_L10_1379_1302,0,,shp_3_48,0,0
8,DomingosAgosto(Tuvisa2023-06-05),pse-f5923895293,hacia Intermodal,09:40_L8_1031_1022,0,,shp_3_61,0,0
6,Laborables(Tuvisa2023-04-14),pse-f59392e7c0f,hacia Iliada / Gabriel Martínez Aragón,16:30_L6_1385_1340,0,,shp_3_56,0,0
E1,CementerioDomingo(Tuvisa-2023-01-30),pse-f59d340c349,hacia Prado,18:00_57,1,,shp_3_24,0,0
ES,ESSanPrudencia28Abril(Tuvisa2023-04-14),pse-f5a3244ae07,hacia Camino Armentia,21:00_ES_PAZ_ARMENTIA,0,,shp_3_63,0,0
6,Laborables(Tuvisa2023),pse-f5a8af2e30e,hacia Mariturri / Reina Sofía,18:50_L6_1340_1385,1,,shp_3_52,0,0
7,FiestasBlancaFestivo(Tuvisa2023-06-05),pse-f5b08b52bc4,hacia Paz/Hospital Santiago,09:40_L7_1257_1334,0,,shp_3_44,0,0
B,Domingos(Tuvisa2023),pse-f5b0fe09aca,hacia Zaramaga/ Boulevard,20:17_LB_1074_1064,0,,shp_3_66,0,0
8,Sabados(Tuvisa2023),pse-f5b1c69991d,hacia Intermodal,15:20_L8_1031_1022,0,,shp_3_61,0,0
1,LaborablesAgostoSINL6L7L10(Tuvisa2023-06-05),pse-f5b37003921,hacia Reyes Navarra 19,22:17_L1_1012_1309,0,,shp_3_12,0,0
G3,Gautxori(Tuvisa2023-04-14),pse-f5b4f3ded73,hacia Catedral,23:00_G3_1298_1298,0,,shp_3_19,0,0
10,FiestasBlancaLab(Tuvisa2023-06-05),pse-f5b729bfc69,hacia Iliada / Bulevar Salburua,08:35_L10_1302_1379,1,,shp_3_62,0,0
10,SabadosAgosto(Tuvisa2023-06-05),pse-f5b846b264d,hacia Iliada / Bulevar Salburua,18:45_L10_1322_1379,0,,shp_3_70,0,0
5,LaborablesAgostoSINL6L7L10(Tuvisa2023-06-05),pse-f5b8dd6a90a,hacia Bruselas / Portal Elorriaga,19:05_L5B_1205_1338_ARI_ITV,1,,shp_3_22,0,0
10,Sabados(Tuvisa2023-04-14),pse-f5be2dd43fa,hacia Naciones Unidas / Mariturri,10:50_L10_1379_1322,1,,shp_3_47,0,0
10,Laborables(Tuvisa-2023-01-30),pse-f5c0d647c5a,hacia Naciones Unidas / Mariturri,13:30_L10_1379_1322,1,,shp_3_47,0,0
A,4deAgosto(Tuvisa2023-06-05),pse-f5c160ef10f,hacia Zaramaga/ Boulevard,08:53_LA_1055_1042,0,,shp_3_60,0,0
10,Sabados(Tuvisa2023-06-05),pse-f5c1bf877d1,hacia Iliada / Bulevar Salburua,11:15_L10_1322_1379,0,,shp_3_70,0,0
B,Laborables(Tuvisa-2023-01-30),pse-f5c23da751f,hacia Zaramaga/ Boulevard,20:21_LB_1074_1064,0,,shp_3_66,0,0
B,Laborables(Tuvisa2023-04-14),pse-f5c26807b79,hacia Zaramaga/ Boulevard,06:20_LB_1074_1064,0,,shp_3_66,0,0
6,Laborables(Tuvisa2023),pse-f5c35a9c810,hacia Iliada / Gabriel Martínez Aragón,15:20_L6_1385_1340,0,,shp_3_56,0,0
5,Laborables(Tuvisa2023-06-05),pse-f5c804f5dc6,hacia Bruselas / Portal Elorriaga,22:00_L5_1350_1338,1,,shp_3_1,0,0
B,Laborables(Tuvisa-2023-01-30),pse-f5c8df1a7b1,hacia Zaramaga/ Boulevard,13:35_LB_1074_1064,0,,shp_3_66,0,0
